name,label
./data/Replay-Attack-processed/train/spoof/fixed\client006_2914_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_2568_real.png,1
./data/Replay-Attack-processed/train/real\client110_21903_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client001_874_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_25785_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client018_13084_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client025_21972_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client105_19329_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client016_30116_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client110_21342_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client108_12411_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_8001_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_1632_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20710_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_1964_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_32939_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_19152_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_19343_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client012_9173_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_18189_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_3354_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_11715_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_952_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_16019_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21811_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_3863_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_28608_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client016_10749_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client025_22091_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client025_14166_real.png,1
./data/Replay-Attack-processed/train/real\client016_11166_real.png,1
./data/Replay-Attack-processed/train/real\client012_9381_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client016_32130_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20678_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_10856_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client016_10650_real.png,1
./data/Replay-Attack-processed/train/real\client008_7929_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_27108_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_11378_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client018_12920_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client025_33009_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_12678_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_28517_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_21207_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_28489_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_27461_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client108_20988_real.png,1
./data/Replay-Attack-processed/train/real\client001_692_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client007_4276_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_21069_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_30710_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18511_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20652_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client108_34854_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_19503_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_4161_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_12113_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_19183_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_14251_real.png,1
./data/Replay-Attack-processed/train/real\client016_11345_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_33603_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_14344_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_20564_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_20859_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client025_14671_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_13488_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_34902_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17520_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_33306_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_9726_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2379_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client007_6832_real.png,1
./data/Replay-Attack-processed/train/real\client108_19611_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client001_616_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_9718_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_29891_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_15848_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21286_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client110_22323_real.png,1
./data/Replay-Attack-processed/train/real\client105_19312_real.png,1
./data/Replay-Attack-processed/train/real\client105_18790_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client027_24460_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_1266_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_3188_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client001_1371_real.png,1
./data/Replay-Attack-processed/train/real\client103_16818_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_9399_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_25671_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_14923_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client002_2938_real.png,1
./data/Replay-Attack-processed/train/real\client001_1108_real.png,1
./data/Replay-Attack-processed/train/real\client016_10536_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client012_19637_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_8984_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client018_12581_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_9495_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_33053_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_15526_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client012_18998_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client016_10882_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_29772_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client018_12696_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_25050_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client025_14946_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client103_31984_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_2829_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_6814_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_29334_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20353_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_11921_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client105_19051_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client007_3810_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client108_20822_real.png,1
./data/Replay-Attack-processed/train/real\client110_21673_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_17039_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9019_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_31255_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_30945_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24730_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_23846_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_3902_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_11401_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25775_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_6460_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_2717_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_13223_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24568_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_7940_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_28540_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client001_1110_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client110_26164_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_7006_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client016_21050_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20602_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_29942_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_13658_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18184_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_29403_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21462_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_31915_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_29487_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_15412_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_8097_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25266_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client018_12865_real.png,1
./data/Replay-Attack-processed/train/real\client103_17226_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_11137_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24247_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_24466_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_20119_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_15994_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client016_21588_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_30705_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_16092_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_30005_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_7050_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_15384_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_20964_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client025_14777_real.png,1
./data/Replay-Attack-processed/train/real\client025_14844_real.png,1
./data/Replay-Attack-processed/train/real\client004_4216_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_2004_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_22488_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17890_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client105_18952_real.png,1
./data/Replay-Attack-processed/train/real\client027_15326_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_10856_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_28318_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client108_20286_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_8571_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_19554_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_33604_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25535_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_16100_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_25301_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client018_12145_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_15903_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_10145_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_26128_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_5428_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_2502_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client007_17795_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_22702_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client012_9116_real.png,1
./data/Replay-Attack-processed/train/real\client002_1525_real.png,1
./data/Replay-Attack-processed/train/real\client007_6890_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client105_24438_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_15326_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_33077_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_4009_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_571_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_29335_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client110_21238_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client105_11515_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client006_5575_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client006_3190_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18700_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9143_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_33761_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_11650_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_21923_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_3872_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_28017_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_25443_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client008_8218_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_25636_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_10311_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_6671_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_30785_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_15526_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_10590_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20905_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client016_7263_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_8594_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_13377_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client105_19255_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client025_23001_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_31696_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_32697_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_1457_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_28780_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client001_210_real.png,1
./data/Replay-Attack-processed/train/real\client012_10340_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client006_17619_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_8112_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_26257_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_4748_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_11645_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17764_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_8056_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_27223_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_2410_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_33083_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_31211_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_17171_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_9771_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_5793_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_27981_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_11188_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_18985_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_2333_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24382_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_15544_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_29153_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client008_7564_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_31469_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_22487_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client108_20859_real.png,1
./data/Replay-Attack-processed/train/real\client105_19422_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_2752_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9082_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_26055_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_1955_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client008_7948_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client008_31297_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_15575_real.png,1
./data/Replay-Attack-processed/train/real\client008_8171_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_22475_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client007_6161_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client004_2388_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_2978_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client103_16802_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_26423_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_13784_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_25534_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client008_7850_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_34300_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_3501_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20392_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9159_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client001_13719_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18116_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9243_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_8018_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_11017_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24318_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_10610_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_30433_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_13895_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_32220_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20925_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_33652_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_8135_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20670_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_33043_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_31453_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_3570_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_16315_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client001_644_real.png,1
./data/Replay-Attack-processed/train/real\client105_18858_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client002_1216_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_31726_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client103_17411_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client007_17972_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17683_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_30078_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_501_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20649_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_22046_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client110_22196_real.png,1
./data/Replay-Attack-processed/train/real\client004_3283_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client008_5519_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_4945_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_16529_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_12336_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_32049_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_7130_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_22612_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client016_10720_real.png,1
./data/Replay-Attack-processed/train/real\client027_15797_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_984_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_13561_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client110_21806_real.png,1
./data/Replay-Attack-processed/train/real\client008_7831_real.png,1
./data/Replay-Attack-processed/train/real\client016_10715_real.png,1
./data/Replay-Attack-processed/train/real\client016_11306_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client006_17637_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_25988_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_6671_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_22623_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_10393_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client007_4082_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_29788_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9236_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9943_real.png,1
./data/Replay-Attack-processed/train/real\client008_8147_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_16306_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_5640_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20805_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_1350_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_8084_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21370_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_19672_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_14352_attack_fixed.png,0
